Time,HOT WATER LOOP:SPACE1-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE2-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE3-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE4-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE5-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:OA HEATING COIL 1:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:MAIN HEATING COIL 1:Design Water Volume Flow Rate [m3/s]
19:00:00,5.683775E-04,3.710586E-04
19:15:00,4.913678E-04,3.207838E-04
19:30:00,4.360020E-04,2.846389E-04
19:45:00,4.288699E-04,2.799827E-04
20:00:00,4.288699E-04,2.799827E-04
20:15:00,4.288699E-04,2.799827E-04
20:30:00,4.288699E-04,2.799827E-04
20:45:00,4.288699E-04,2.799827E-04
21:00:00,4.288699E-04,2.799827E-04
21:15:00,4.288699E-04,2.799827E-04
21:30:00,4.288699E-04,2.799827E-04
21:45:00,4.288699E-04,2.799827E-04
22:00:00,4.288699E-04,2.799827E-04
22:15:00,4.288699E-04,2.799827E-04
22:30:00,4.288699E-04,2.799827E-04
22:45:00,4.288699E-04,2.799827E-04
23:00:00,4.288699E-04,2.799827E-04
23:15:00,4.288699E-04,2.799827E-04
23:30:00,4.288699E-04,2.799827E-04
23:45:00,4.288699E-04,2.799827E-04
24:00:00,4.288699E-04,2.799827E-04

