Date/Time,Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),Electricity:HVAC [J](Hourly),Electricity:Plant [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),NaturalGas:Plant [J](Hourly),TOTAL BUILDING INSIDE FACE SOLAR RADIATION HEAT GAIN ENERGY [J](Hourly),TOTAL BUILDING INSIDE FACE NET SURFACE THERMAL RADIATION HEAT GAIN ENERGY [J](Hourly) 
 01/03  20:00:00,22446755.066760723,10800000.0,1136544.5956399357,10510210.471120788,9280857.779814936,0.0,5400000.0,5160612.808611285,5160612.808611285,0.0,-3.4924596548080444e-10 
 01/03  21:00:00,6896544.595639936,5760000.0,1136544.5956399357,0.0,0.0,0.0,5400000.0,0.0,0.0,0.0,-2.2118911147117615e-9 
 01/03  22:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,4.656612873077393e-10 
 01/03  23:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-2.735760062932968e-9 
 01/03  24:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-3.026798367500305e-9 
 01/04  01:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.8044374883174896e-9 
 01/04  02:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,8.731149137020111e-10 
 01/04  03:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.6880221664905548e-9 
 01/04  04:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.1059455573558807e-9 
 01/04  05:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.0477378964424133e-9 
 01/04  06:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-3.055902197957039e-9 
 01/04  07:00:00,13179469.3487073,1710000.0,1136544.5956399357,10332924.753067363,9203844.438672543,0.0,1350000.0,5121631.528276903,5121631.528276903,265391.7848388741,-3.3760443329811096e-9 
 01/04  08:00:00,13939537.13445536,1710000.0,1136544.5956399357,11092992.538815424,9885331.923118373,0.0,1350000.0,5107995.046884756,5107995.046884756,2720215.96686369,-1.2514647096395493e-9 
 01/04  09:00:00,39545199.61587389,26960760.0,1136544.5956399357,11447895.020233952,10189737.616256226,0.0,19760760.0,5106484.499564793,5106484.499564793,10915179.99882581,-2.9103830456733704e-9 
 01/04  10:00:00,42742429.447014704,30126240.0,1201274.5318751174,11414914.915139578,10176526.776380897,0.0,13926240.0,1877770.4024763193,1877770.4024763193,20947124.196797367,9.313225746154785e-10 
 01/04  11:00:00,43136945.3617967,29494800.0,1418838.5476090945,12223306.814187609,11039309.328129536,0.0,13294800.0,0.0,0.0,20008026.32819129,-2.3283064365386963e-10 
 01/04  12:00:00,40412171.9536599,26295840.0,1503115.6743500994,12613216.279309796,11459663.40145204,0.0,10095840.0,0.0,0.0,23201729.606755972,-6.05359673500061e-9 
 01/04  13:00:00,37955410.52585278,24701760.0,1372720.8754509625,11880929.650401816,10737651.38166674,0.0,8501760.0,0.0,0.0,21999499.46546644,-1.862645149230957e-9 
 01/04  14:00:00,40316761.48504917,25764480.0,1568452.290364913,12983829.194684252,11835715.737069793,0.0,9564480.0,0.0,0.0,20085381.20714704,-5.3551048040390015e-9 
 01/04  15:00:00,39814332.08896773,25027200.0,1619027.6210917102,13168104.467876025,12028765.800444644,0.0,10627200.0,0.0,0.0,20720816.075937044,-4.423782229423523e-9 
 01/04  16:00:00,37236994.039197735,23227200.0,1517889.592796263,12491904.446401471,11374300.839416644,0.0,10627200.0,0.0,0.0,20598488.579537373,4.656612873077393e-10 
 01/04  17:00:00,34451976.5367758,22294800.0,1314225.2329423693,10842951.303833432,9736150.092942968,0.0,13294800.0,0.0,0.0,14760015.06198512,-3.4924596548080444e-9 
 01/04  18:00:00,45052706.01501754,33210000.0,1304857.1290353122,10537848.885982227,9435746.662110666,0.0,24210000.0,0.0,0.0,10955585.367261542,-3.958120942115784e-9 
 01/04  19:00:00,31989684.134996075,21600000.0,1136544.5956399357,9253139.539356139,8126245.559009781,0.0,16200000.0,5226862.238341862,5226862.238341862,0.0,-4.190951585769653e-9 
 01/04  20:00:00,20920274.57253858,10800000.0,1136544.5956399357,8983729.97689864,7938187.460194256,0.0,5400000.0,5148442.292005133,5148442.292005133,0.0,-8.149072527885437e-10 
 01/04  21:00:00,6896544.595639936,5760000.0,1136544.5956399357,0.0,0.0,0.0,5400000.0,0.0,0.0,0.0,-1.6298145055770874e-9 
 01/04  22:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.979060471057892e-9 
 01/04  23:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,4.656612873077393e-10 
 01/04  24:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-2.6193447411060333e-9 
 01/05  01:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-3.3760443329811096e-9 
 01/05  02:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-2.9103830456733704e-9 
 01/05  03:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,4.656612873077393e-10 
 01/05  04:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.3969838619232178e-9 
 01/05  05:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-4.0745362639427185e-9 
 01/05  06:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,2.270098775625229e-9 
 01/05  07:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,1598472.6453198807,-1.3387762010097504e-9 
 01/05  08:00:00,5994564.595639936,4858020.0,1136544.5956399357,0.0,0.0,0.0,1258020.0,0.0,0.0,9778203.5159698,-1.9208528101444244e-9 
 01/05  09:00:00,5721684.595639936,4585140.0,1136544.595639936,0.0,0.0,0.0,985140.0,0.0,0.0,21363729.928510703,-4.0745362639427185e-10 
 01/05  10:00:00,5469504.595639936,4332960.0,1136544.5956399357,0.0,0.0,0.0,732960.0,0.0,0.0,22485905.57154746,-3.2014213502407074e-9 
 01/05  11:00:00,5401284.595639936,4264740.0,1136544.5956399357,0.0,0.0,0.0,664740.0,0.0,0.0,20784173.603717983,-2.2118911147117615e-9 
 01/05  12:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,21303690.414851006,-1.6298145055770874e-9 
 01/05  13:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,22066986.73616872,-3.4924596548080444e-9 
 01/05  14:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,20238939.095332496,-4.423782229423523e-9 
 01/05  15:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,20859409.50205967,-5.820766091346741e-10 
 01/05  16:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,21960070.108331166,-6.752088665962219e-9 
 01/05  17:00:00,5312364.595639936,4175820.0,1136544.5956399357,0.0,0.0,0.0,575820.0,0.0,0.0,17490900.836878277,-2.0954757928848267e-9 
 01/05  18:00:00,6015264.595639936,4878720.0,1136544.5956399357,0.0,0.0,0.0,1278720.0,0.0,0.0,5331627.633841285,-3.026798367500305e-9 
 01/05  19:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,8.149072527885437e-10 
 01/05  20:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-3.6088749766349792e-9 
 01/05  21:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-2.9103830456733704e-9 
 01/05  22:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,1.0477378964424133e-9 
 01/05  23:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.7462298274040222e-9 
 01/05  24:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.1641532182693481e-10 
 01/06  01:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,3.4924596548080444e-10 
 01/06  02:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-3.725290298461914e-9 
 01/06  03:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-4.598405212163925e-9 
 01/06  04:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-2.0954757928848267e-9 
 01/06  05:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-8.731149137020111e-10 
 01/06  06:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-9.89530235528946e-10 
 01/06  07:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-8.731149137020111e-10 
 01/06  08:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,346404.72099937045,0.0 
 01/06  09:00:00,6062784.595639936,4926240.0,1136544.5956399357,0.0,0.0,0.0,1326240.0,0.0,0.0,3566458.8296851506,-2.3283064365386963e-10 
 01/06  10:00:00,5766144.595639936,4629600.0,1136544.5956399357,0.0,0.0,0.0,1029600.0,0.0,0.0,11027600.912569953,-3.14321368932724e-9 
 01/06  11:00:00,5582184.595639936,4445640.0,1136544.5956399357,0.0,0.0,0.0,845640.0,0.0,0.0,15083655.248460045,-1.1059455573558807e-9 
 01/06  12:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,21071033.54962573,-6.984919309616089e-9 
 01/06  13:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,19927196.872170284,-9.313225746154785e-10 
 01/06  14:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,20135095.146044184,-8.381903171539307e-9 
 01/06  15:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,19890540.42754191,1.1641532182693481e-9 
 01/06  16:00:00,5267904.595639936,4131360.0,1136544.5956399357,0.0,0.0,0.0,531360.0,0.0,0.0,17272447.526552938,1.280568540096283e-9 
 01/06  17:00:00,5647344.595639936,4510800.0,1136544.5956399357,0.0,0.0,0.0,910800.0,0.0,0.0,8312157.613656854,-3.3760443329811096e-9 
 01/06  18:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,2829472.3117994657,-1.1641532182693481e-10 
 01/06  19:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-3.725290298461914e-9 
 01/06  20:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,1.862645149230957e-9 
 01/06  21:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-6.984919309616089e-10 
 01/06  22:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.280568540096283e-9 
 01/06  23:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-3.550667315721512e-9 
 01/06  24:00:00,6086544.595639936,4950000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-2.6775524020195007e-9 
 01/07  01:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.0477378964424133e-9 
 01/07  02:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.7462298274040222e-10 
 01/07  03:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-2.3283064365386963e-9 
 01/07  04:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.2223608791828156e-9 
 01/07  05:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-2.444721758365631e-9 
 01/07  06:00:00,2846544.5956399357,1710000.0,1136544.5956399357,0.0,0.0,0.0,1350000.0,0.0,0.0,0.0,-1.8044374883174896e-9 
 01/07  07:00:00,15063612.556427527,1710000.0,1136544.5956399357,12217067.96078759,10690690.038376957,0.0,1350000.0,4961952.946687965,4961952.946687965,50344.02412267684,1.4551915228366852e-10 
 01/07  08:00:00,14671990.627963398,1710000.0,1136544.5956399357,11825446.032323461,10444129.368998226,0.0,1350000.0,4990028.785781566,4990028.785781566,2165627.3863495286,1.0477378964424133e-9 
 01/07  09:00:00,40571098.84703096,27388440.0,1136544.5956399357,12046114.251391029,10700564.391396768,0.0,20188440.0,4993553.770516449,4993553.770516449,10147918.246227816,1.5133991837501526e-9 
 01/07  10:00:00,46194413.345896624,32718600.0,1163016.6846337179,12312796.661262907,10928332.669940425,0.0,16518600.0,3319549.3160313102,3319549.3160313102,14877800.573219085,1.5133991837501526e-9 
 01/07  11:00:00,42367579.63639916,27716400.0,1327262.6514060139,13323916.984993141,11938867.154401332,0.0,11516400.0,0.0,0.0,21621132.52263566,-1.6298145055770874e-9 
 01/07  12:00:00,41679111.45326136,26295840.0,1399369.6241904912,13983901.829070868,12559646.250161761,0.0,10095840.0,0.0,0.0,22510471.797267944,-1.3969838619232178e-9 
 01/07  13:00:00,39432703.04921646,24701760.0,1297423.5864705173,13433519.46274594,11985895.301721638,0.0,8501760.0,0.0,0.0,20885197.2500039,-1.6298145055770874e-9 
 01/07  14:00:00,41206692.23339522,25764480.0,1443205.4924982493,13999006.74089697,12619268.976019125,0.0,9564480.0,0.0,0.0,17375090.03628128,-1.862645149230957e-9 
 01/07  15:00:00,40368552.19881725,25027200.0,1473793.161311178,13867559.03750607,12531026.23968989,0.0,10627200.0,0.0,0.0,16272783.668956472,-4.190951585769653e-9 
